product_id,product_link,product_description,product_image,Processor_Name,Processor_Generation,Clock_Speed,SSD_Capacity,RAM,Graphic_Processor,Graphic_Memory,Touchscreen,Screen_Size,Screen_Resolution,Refresh_Rate,price
COMGJMGBJHK99WDK,https://www.flipkart.com/product/p/item?pid=COMGJMGBJHK99WDK,HP 15s Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 15S-FQ2670TU Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/g/i/2/laptop-hp-15s-fq2670tu-laptop-hp-original-imagjmgbdgahch5f.jpeg?q=70,Core i3,11th Gen,4.10 GHz Max Turbo Frequency,256 GB,8 GB,Intel Integrated,,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,,"43,150"
COMG9NYDNTXW37SK,https://www.flipkart.com/product/p/item?pid=COMG9NYDNTXW37SK,DELL Inspiron Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop,https://rukminim1.flixcart.com/image/416/416/kt8zb0w0/computer/n/m/v/inspiron-3511-thin-and-light-laptop-dell-original-imag6n5kbmfcgxk6.jpeg?q=70,Core i3,10th Gen,1.2 GHz upto max turbo frequency at 3.4 Ghz,256 GB,8 GB,Intel Integrated UHD,,No,38.0 cm (14.96 cm),1920 x 1080 pixel,,"44,190"
COMGHYAS6GRKGANP,https://www.flipkart.com/product/p/item?pid=COMGHYAS6GRKGANP,Lenovo Athlon Dual Core - (4 GB/256 GB SSD/DOS) E41-55 45-2 Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/g/w/y/-original-imagmuhrzbmzwnee.jpeg?q=70,Athlon Dual Core,,,256 GB,4 GB,AMD Radeon RADEON,,No,35.56 cm (14 inch),HD pixel,,"18,999"
COMEX3U7UDM6HVCZ,https://www.flipkart.com/product/p/item?pid=COMEX3U7UDM6HVCZ,HP Omen Core i5 7th Gen - (8 GB/1 TB HDD/128 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1050) 15-ce071TX Gaming Laptop,https://rukminim1.flixcart.com/image/416/416/j6xxgnk0/computer/9/j/k/hp-gaming-laptop-original-imaexaznx4sdxhac.jpeg?q=70,Core i5,7th Gen,2.5 GHz with Turbo Boost Upto 3.5 GHz,128 GB,8 GB,NVIDIA GeForce GTX 1050,4 GB,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,,"87,490"
COMGZDQJYMNVAJCE,https://www.flipkart.com/product/p/item?pid=COMGZDQJYMNVAJCE,ASUS Vivobook 14 (2023) Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) X1404VA-NK541WS Thin and Light Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/n/m/u/-original-imagpxgqbef23gbq.jpeg?q=70,Core i5,13th Gen,Max Turbo Frequency up to 4.6 GHz,512 GB,16 GB,Intel Integrated Iris Xe,,No,35.56 cm (14 Inch),1920 x 1080 Pixel,,"63,990"
COMGKNA6B4E23KPT,https://www.flipkart.com/product/p/item?pid=COMGKNA6B4E23KPT,ASUS ROG Zephyrus G15 (2022) Ryzen 7 Octa Core 6800HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060) GA503RMZ-HQ153WS Gaming Laptop,https://rukminim1.flixcart.com/image/416/416/l58iaa80/computer/e/u/f/ga503rm-hq030ws-gaming-laptop-asus-original-imagfyjedtcx2vfw.jpeg?q=70,Ryzen 7 Octa Core,,3.2 GHz upto max turbo frequency at 4.7 Ghz,1 TB,16 GB,NVIDIA GeForce RTX 3060,6 GB,No,39.62 cm (15.6 Inch),2560 x 1440 Pixel,,"1,35,990"
COMGDVXPNGFMHWTX,https://www.flipkart.com/product/p/item?pid=COMGDVXPNGFMHWTX,ASUS Ryzen 9 Octa Core 10th Gen - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX RTX3060-6GB) FA506QM-HN124W Gaming Laptop,https://rukminim1.flixcart.com/image/416/416/l2p23rk0/computer/t/i/t/tuf-gaming-a15-gaming-laptop-asus-original-imagdzby2dzuqucp.jpeg?q=70,Ryzen 9 Octa Core,10th Gen,,512 GB,16 GB,NVIDIA GeForce RTX RTX3060-6GB,6 GB,No,42.16 cm (16.6 inch),1080-1920 pixel,,"99,990"
COMFXU6PYJXDWZD3,https://www.flipkart.com/product/p/item?pid=COMFXU6PYJXDWZD3,ASUS TUF Gaming F17 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650 Ti/120 Hz) FX766LI-H7058T Gaming Laptop,https://rukminim1.flixcart.com/image/416/416/kiew3gw0/computer/q/p/u/asus-original-imafy7hcewzzkvj9.jpeg?q=70,Core i5,10th Gen,2.5 GHz with Turbo Boost Upto 4.5 GHz,512 GB,8 GB,NVIDIA GeForce GTX 1650 Ti,4 GB,No,43.94 cm (17.3 inch),1920 x 1080 Pixel,120 Hz,"71,990"
COMGQATYNNAXZM2S,https://www.flipkart.com/product/p/item?pid=COMGQATYNNAXZM2S,HP Ryzen 7 Octa Core 10th Gen - (16 GB/512 GB SSD/Windows 11 Home) 15-EH3101AU Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/8/9/b/pavilion-15-eh3101au-laptop-hp-original-imagqatysebqmzyk.jpeg?q=70,Ryzen 7 Octa Core,10th Gen,,512 GB,16 GB,AMD Radeon Integrated Graphics,,No,39.62 cm (15.6 inch),1920*1080 pixel,,"74,000"
COMG9WH98ZNYXWYH,https://www.flipkart.com/product/p/item?pid=COMG9WH98ZNYXWYH,ASUS Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) X515EA-EJ312WS Thin and Light Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/e/1/7/-original-imag3ebnzawky4kn.jpeg?q=70,Core i3,11th Gen,1.7 GHz upto max turbo frequency at 4.1 Ghz,256 GB,8 GB,Intel Integrated UHD,,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,,"35,990"
COMGGBGRCKYM3DXR,https://www.flipkart.com/product/p/item?pid=COMGGBGRCKYM3DXR,ASUS ProArt Studiobook 16 OLED (2022) with ASUS Dial Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060) H7600ZM-L701WS Creator Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/d/9/t/-original-imaghryqfmnejfxk.jpeg?q=70,Core i7,12th Gen,"Base 2.3 GHz, up to 4.7 GHz",1 TB,16 GB,NVIDIA GeForce RTX 3060,6 GB,No,40.64 cm (16 inch),3840 x 2400 Pixel,,"1,79,990"
COMGM2MAYMKMTT4W,https://www.flipkart.com/product/p/item?pid=COMGM2MAYMKMTT4W,ASUS Zenbook 14 OLED Touch Intel EVO P-Series Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) UX3402ZA-KN732WS Thin and Light Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/q/m/3/-original-imagpxgqetahhr8r.jpeg?q=70,Core i7,12th Gen,3.4 GHz upto max turbo frequency at 4.7 Ghz,512 GB,16 GB,Intel Integrated Iris Xe,,Yes,35.56 cm (14 inch),2880 x 1800 PIxel,90 Hz,"1,09,990"
COMGZVGHGYG4A3V2,https://www.flipkart.com/product/p/item?pid=COMGZVGHGYG4A3V2,HP 15s (2023) Intel Core i3 13th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0018TU Thin and Light Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/e/t/m/-original-imagpgzszayzwz2f.jpeg?q=70,Core i3,13th Gen,3.30GHz Upto 4.50GHz,512 GB,8 GB,Intel Integrated Integrated,,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,,"48,990"
COMGCYCEGHGCPEDJ,https://www.flipkart.com/product/p/item?pid=COMGCYCEGHGCPEDJ,ASUS ROG Strix G15 (2022) Ryzen 7 Octa Core AMD R7-6800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX RTX 3050/144 Hz) G513RC-HN062W Gaming Laptop,https://rukminim1.flixcart.com/image/416/416/l0vbukw0/computer/8/e/j/-original-imagckcffymgykfd.jpeg?q=70,Ryzen 7 Octa Core,,4.7,512 GB,16 GB,NVIDIA GeForce RTX RTX 3050,4 GB,No,39.62 cm (15.6 Inch),1920 x 1080 Pixels,144 Hz,"87,990"
COMG3ZF8XRZAHVT7,https://www.flipkart.com/product/p/item?pid=COMG3ZF8XRZAHVT7,ASUS ROG Flow X13 with RTX 3080 eGPU Ryzen 9 Octa Core AMD R9-5980HS - (32 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/60 Hz) GV301QH-K5459TS 2 in 1 Gaming Laptop,https://rukminim1.flixcart.com/image/416/416/kqse07k0/computer/p/j/u/na-2-in-1-gaming-laptop-asus-original-imag4q45hxhp6wxp.jpeg?q=70,Ryzen 9 Octa Core,,3.1 GHz with Turbo Boost up to 4.8 GHz,1 TB,32 GB,NVIDIA GeForce GTX 1650,4 GB,Yes,34.04 cm (13.4 Inch),3840 x 2400 Pixel,60 Hz,"1,99,990"
COMGFYQZCGFWTUG9,https://www.flipkart.com/product/p/item?pid=COMGFYQZCGFWTUG9,ASUS ROG Flow Z13 (2022) Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/NA/120 Hz) GZ301ZA-LD049WS Gaming Laptop,https://rukminim1.flixcart.com/image/416/416/l4n2oi80/computer/i/g/f/-original-imagfhpzm88zjzyc.jpeg?q=70,Core i5,12th Gen,"Base Frequency 2.5 GHz, Max Turbo Boost at 4.5 GHz",512 GB,16 GB,NA,,Yes,34.04 cm (13.4 inch),1920 x 1200 Pixels,120 Hz,"89,990"
COMGJ75HBFWSDCTR,https://www.flipkart.com/product/p/item?pid=COMGJ75HBFWSDCTR,DELL Ryzen 7 Octa Core 6800H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060/165 Hz) New Gaming G15 Ryzen Edition Gaming Laptop,https://rukminim1.flixcart.com/image/416/416/l45xea80/computer/7/5/r/g15-5525-gaming-laptop-dell-original-imagf4haxvzux68z.jpeg?q=70,Ryzen 7 Octa Core,,3.2 GHz upto max turbo frequency at 4.7 Ghz,512 GB,16 GB,NVIDIA GeForce RTX 3060,6 GB,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,165 Hz,"1,09,490"
COMF7US7QH7WHGA5,https://www.flipkart.com/product/p/item?pid=COMF7US7QH7WHGA5,Lenovo Ideapad 720S Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) 720S-13IKB Thin and Light Laptop,https://rukminim1.flixcart.com/image/416/416/jmkwya80/computer/g/a/5/lenovo-na-thin-and-light-laptop-original-imaf9gh6stqkvph3.jpeg?q=70,Core i5,8th Gen,1.6 GHz with Turbo Boost Upto 3.4 GHz,512 GB,8 GB,Intel Integrated UHD 620,,No,33.78 cm (13.3 inch),1920 x 1080 Pixel,,"74,990"
COMGH3UFXZYZE6AG,https://www.flipkart.com/product/p/item?pid=COMGH3UFXZYZE6AG,Lenovo Legion S7 Intel Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050 Ti) 16IAH7 Gaming Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/e/z/x/16iah7-gaming-laptop-lenovo-original-imagh4ypbwuqttwn.jpeg?q=70,Core i7,12th Gen,2.3 GHz with Max Turbo Boost Frequency Up to 4.70 GHz,1 TB,16 GB,NVIDIA GeForce RTX 3050 Ti,4 GB,No,40.64 cm (16 Inch),2560 x 1600 Pixel,,"1,52,990"
COMGM7VX2GEKUXNC,https://www.flipkart.com/product/p/item?pid=COMGM7VX2GEKUXNC,Lenovo Legion 5 Pro Ryzen 7 Octa Core 5800H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060) 16ARH7H Gaming Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/j/a/m/16arh7h-gaming-laptop-lenovo-original-imagmg7xdxhcyrcy.jpeg?q=70,Ryzen 7 Octa Core,,3.2GHz upto 4.4 GHz,1 TB,16 GB,NVIDIA GeForce RTX 3060,6 GB,No,40.64 cm (16 Inch),2560 x 1600 Pixel,,"1,61,990"
COMGCRFYZF5TK7ZU,https://www.flipkart.com/product/p/item?pid=COMGCRFYZF5TK7ZU,ASUS Vivobook 15 Ryzen 7 Quad Core AMD R7-3700U - (16 GB/512 GB SSD/Windows 11 Home) M515DA-BQ722WS Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/q/e/z/-original-imagpxgqesgrthks.jpeg?q=70,Ryzen 7 Quad Core,,2.3 Ghz With Turbo Upto 4.0,512 GB,16 GB,AMD Radeon Radeon RX Vega 10 Graphics,,No,39.62 cm (15.6 inch),1920 x 1080$$Pixels pixel,,"69,000"
COMGHA9RB2HCTRR9,https://www.flipkart.com/product/p/item?pid=COMGHA9RB2HCTRR9,Lenovo IdeaPad 5 Ryzen 5 Hexa Core 5625U - (16 GB/512 GB SSD/Windows 11 Home) 14ABA7 Thin and Light Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/m/l/2/14aba7-thin-and-light-laptop-lenovo-original-imagheh5sfkpzxsy.jpeg?q=70,Ryzen 5 Hexa Core,,2.4 GHz upto max turbo frequency at 4.3 Ghz,512 GB,16 GB,Intel Integrated AMD,,No,35.56 cm (14 Inch),1920 x 1080 Pixel,,"62,990"
COMGJ75HGP4K6G2W,https://www.flipkart.com/product/p/item?pid=COMGJ75HGP4K6G2W,DELL Vostro Ryzen 5 Hexa Core 5625U - (16 GB/512 GB SSD/Windows 11 Home) Vostro 3425 Metal Thin and Light Laptop,https://rukminim1.flixcart.com/image/416/416/l45xea80/computer/m/q/7/vostro-3425-thin-and-light-laptop-dell-original-imagf4mth22ydgqs.jpeg?q=70,Ryzen 5 Hexa Core,,"Base Frequency 2.30 GHz, Max Turbo Boost Upto 4.3 GHz",512 GB,16 GB,AMD Radeon Radeon,,No,35.56 cm (14 Inch),1920 x 1080 Pixels,,"57,890"
COMGP22NC2NJPFT7,https://www.flipkart.com/product/p/item?pid=COMGP22NC2NJPFT7,Lenovo Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Pro/4 GB Graphics) TP P15v Gen3 Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/h/r/l/-original-imagpgzyukgz3zaa.jpeg?q=70,Core i7,12th Gen,2.4 GHz with Turbo Boost Upto 4.8 GHz,1 TB,16 GB,NVIDIA Quadro T1200,4 GB,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,,"1,94,304"
COMGHR2J6FPYX8CB,https://www.flipkart.com/product/p/item?pid=COMGHR2J6FPYX8CB,Acer Aspire Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) A315-59 Notebook,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/a/x/l/-original-imagqbud3jqmhdet.jpeg?q=70,Core i5,12th Gen,"Base Frequency 3.30 GHz, Max Turbo Boost Frequency Up to 4.40 GHz",512 GB,8 GB,Intel Integrated Iris Xe Graphics,,No,39.62 cm (15.6 inch),1920 x 1080 Pixels,,"48,990"
COMGJ75HHG7U3ZSG,https://www.flipkart.com/product/p/item?pid=COMGJ75HHG7U3ZSG,DELL Alienware Core i7 12th Gen - (32 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060) Alienware x14 Gaming Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/5/i/o/-original-imagz77svkrpzns3.jpeg?q=70,Core i7,12th Gen,"Base Frequency 3.50 GHz, Max Turbo Boost Upto 4.7 GHz",1 TB,32 GB,NVIDIA GeForce RTX 3060,6 GB,No,35.56 cm (14 Inch),1920 x 1080 Pixels,,"2,46,490"
COMG7HHSQFEZDJ5W,https://www.flipkart.com/product/p/item?pid=COMG7HHSQFEZDJ5W,ASUS ROG Flow X13 with RTX 3080 eGPU Ryzen 9 Octa Core 5980HS - (32 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) GV301QH-K6474TS 2 in 1 Gaming Laptop,https://rukminim1.flixcart.com/image/416/416/kuof5ow0/computer/k/n/f/gv301qh-k6474ts-gaming-laptop-asus-original-imag7r6dyyvsza8v.jpeg?q=70,Ryzen 9 Octa Core,,3.0 GHz upto max turbo frequency at 4.8 GHz,1 TB,32 GB,NVIDIA GeForce GTX 1650,4 GB,Yes,34.04 cm (13.4 inch),1920 x 1200 Pixel,,"1,89,990"
COMG6F878EDPPGEY,https://www.flipkart.com/product/p/item?pid=COMG6F878EDPPGEY,DELL Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10/2 GB Graphics) Inspiron 5410 2 in 1 Laptop,https://rukminim1.flixcart.com/image/416/416/kqb8pzk0/computer/d/j/c/na-2-in-1-laptop-dell-original-imag4dy68bwtg8j9.jpeg?q=70,Core i5,11th Gen,2.5 GHz Upto Max Turbo Frequency at 4.5 GHz,512 GB,8 GB,Intel Integrated MX350,2 GB,Yes,35.56 cm (14 inch),1920 x 1080 Pixels,,"70,499"
COMGGYRHXFUPTDGM,https://www.flipkart.com/product/p/item?pid=COMGGYRHXFUPTDGM,Acer Aspire 3 Celeron Dual Core - (4 GB/256 GB SSD/Windows 11 Home) A314-35 Notebook,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/b/i/8/a314-35-thin-and-light-laptop-acer-original-imagg462zhhzd62a.jpeg?q=70,Celeron Dual Core,,"Base Clock 1.10 Ghz, Max Turbo Boost Frequency Up to 2.80 GHz",256 GB,4 GB,Intel Integrated UHD Graphics,,No,35.56 cm (14 inch),1366 x 768 Pixel,,"41,999"
COMGH3UF7RZ7MUC4,https://www.flipkart.com/product/p/item?pid=COMGH3UF7RZ7MUC4,Lenovo IdeaPad Flex 5 Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home) 14ALC7 Thin and Light Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/9/z/x/14alc7-thin-and-light-laptop-lenovo-original-imaggujjhgppfkfg.jpeg?q=70,Ryzen 5 Hexa Core,,2.1 GHz with Turbo Boost Upto 4.0 GHz,512 GB,16 GB,AMD Radeon AMD,,Yes,35.56 cm (14 Inch),1920 x 1200 Pixel,,"92,290"
COMGHJ46TMZFEPYE,https://www.flipkart.com/product/p/item?pid=COMGHJ46TMZFEPYE,Acer Spin 5 Intel EVO Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home) SP514-51N 2 in 1 Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/p/f/y/-original-imagz8zjcybzhcjr.jpeg?q=70,Core i7,12th Gen,"Base Frequency 3.40 GHz, Max Turbo Boost Frequency Up to 4.70 GHz",1 TB,16 GB,Intel Integrated Iris Xe,,Yes,35.56 cm (14 inch),2560 x 1600 Pixels,,"1,29,990"
COMGFWCYMWQHUABW,https://www.flipkart.com/product/p/item?pid=COMGFWCYMWQHUABW,ASUS ROG Flow X13 (2022) with Radeon RX 6850M XT eGPU Ryzen 7 Octa Core 6800HS - (32 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050 Ti) GV301RE-LI200WS 2 in 1 Gaming Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/o/m/p/-original-imaggkgybazqhjhp.jpeg?q=70,Ryzen 7 Octa Core,,3.2 GHz upto max turbo frequency at 4.7 Ghz,1 TB,32 GB,NVIDIA GeForce RTX 3050 Ti,4 GB,Yes,34.04 cm (13.4 Inch),3840 x 2400 Pixel,,"2,64,990"
COMGZ5F3BTZ7QEVD,https://www.flipkart.com/product/p/item?pid=COMGZ5F3BTZ7QEVD,MSI Core i5 12th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 2050) Thin GF63 12UCX-269IN Gaming Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/1/v/r/-original-imagpyc3aurzafgn.jpeg?q=70,Core i5,12th Gen,3.3 GHz upto max turbo frequency at 4.4 Ghz,256 GB,16 GB,NVIDIA GeForce RTX 2050,4 GB,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,,"64,990"
COMGZMTERHGUKKEG,https://www.flipkart.com/product/p/item?pid=COMGZMTERHGUKKEG,ASUS Ryzen 7 Quad Core - (16 GB/512 GB SSD/Windows 11 Home) M3504YA-LK541WS Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/c/d/v/vivobook-15x-oled-laptop-asus-original-imagzmtdpbzuk8nb.jpeg?q=70,Ryzen 7 Quad Core,,,512 GB,16 GB,AMD Radeon,,No,39.62 cm (15.6 inch),1920 x 1080 pixel,,"67,410"
COMFW3FVS4AMZHKN,https://www.flipkart.com/product/p/item?pid=COMFW3FVS4AMZHKN,Lenovo Core i7 9th Gen - (16 GB/1 TB SSD/Windows 10 Pro/4 GB Graphics) Thinkpad P53 Thin and Light Laptop,https://rukminim1.flixcart.com/image/416/416/kynb6vk0/computer/6/z/d/thinkpad-p53-thin-and-light-laptop-lenovo-original-imagau8rhrypghza.jpeg?q=70,Core i7,9th Gen,2.6 GHz with Turbo Boost up to 4.5 GHz,1 TB,16 GB,NVIDIA Quadro T2000,4 GB,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,,"1,65,490"
COMFC9JMMQUZFEFS,https://www.flipkart.com/product/p/item?pid=COMFC9JMMQUZFEFS,MSI Stealth Core i7 8th Gen - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 2060) GS65 Gaming Laptop,https://rukminim1.flixcart.com/image/416/416/juk4gi80/computer/d/v/r/msi-na-gaming-laptop-original-imafcwryd6vccwgc.jpeg?q=70,Core i7,8th Gen,2.2 GHz with Turbo Boost Upto 4.1 GHz,512 GB,16 GB,NVIDIA GeForce RTX 2060,6 GB,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,,"1,74,490"
COMGF47896GEYYZ6,https://www.flipkart.com/product/p/item?pid=COMGF47896GEYYZ6,DELL Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) Inspiron 5518 Thin and Light Laptop,https://rukminim1.flixcart.com/image/416/416/ko8xtow0/computer/j/q/r/na-thin-and-light-laptop-dell-original-imag2qm3x6zhexrf.jpeg?q=70,Core i5,11th Gen,2.5 GHz upto max turbo frequency at 4.5 Ghz,512 GB,8 GB,NVIDIA GeForce MX450,2 GB,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,,"67,500"
COMGJPSURQFFEFS9,https://www.flipkart.com/product/p/item?pid=COMGJPSURQFFEFS9,ASUS Zenbook 14 OLED Intel EVO P-Series Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) UX3402ZA-KM732WS Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/b/s/b/-original-imagpxgqrfbhym5g.jpeg?q=70,Core i7,12th Gen,,512 GB,16 GB,Intel Integrated Intel Iris X Graphics,,No,35.56 cm (14 inch),2880 x 1800 pixel,90 Hz,"1,04,990"
COMGGBGRYJF4RN9S,https://www.flipkart.com/product/p/item?pid=COMGGBGRYJF4RN9S,ASUS ProArt Studiobook 16 OLED (2022) with ASUS Dial Core i7 12th Gen - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 3070 Ti) H7600ZW-L711WS Creator Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/d/9/t/-original-imaghryqfmnejfxk.jpeg?q=70,Core i7,12th Gen,"Base 2.3 GHz, up to 4.7 GHz",1 TB,32 GB,NVIDIA GeForce RTX 3070 Ti,8 GB,No,40.64 cm (16 inch),3840 x 2400 Pixel,,"1,99,990"
COMFDGW3EHXBFHG2,https://www.flipkart.com/product/p/item?pid=COMFDGW3EHXBFHG2,HP Spectre x360 Core i5 8th Gen - (8 GB/256 GB SSD/Windows 10 Pro) 13-ap0121TU 2 in 1 Laptop,https://rukminim1.flixcart.com/image/416/416/js0o9zk0/computer/h/g/2/hp-na-2-in-1-laptop-original-imafdzjsg9c7csh5.jpeg?q=70,Core i5,8th Gen,1.6 GHz with Turbo Boost Upto 3.9 GHz,256 GB,8 GB,Intel Integrated UHD 620,,Yes,33.78 cm (13.3 inch),1920 x 1080 Pixel,,"1,36,590"
COMGP8QVTK3EQDXE,https://www.flipkart.com/product/p/item?pid=COMGP8QVTK3EQDXE,Acer Aspire 7 (2023) Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 3050/144 Hz) A715-76G Gaming Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/k/c/x/-original-imagqf3ahw9bfjn9.jpeg?q=70,Core i5,12th Gen,3.3 GHz upto max turbo frequency at 4.4 Ghz,512 GB,16 GB,NVIDIA GeForce GTX 3050,4 GB,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,144 Hz,"74,990"
COMGFRHGEBGTUX96,https://www.flipkart.com/product/p/item?pid=COMGFRHGEBGTUX96,DELL Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 7420 Thin and Light Laptop,https://rukminim1.flixcart.com/image/416/416/l5fnhjk0/computer/4/d/z/inspiron-7420-thin-and-light-laptop-dell-original-imagg45kbtghzthr.jpeg?q=70,Core i5,12th Gen,3.3 GHz upto max turbo frequency at 4.4 Ghz,512 GB,8 GB,Intel Integrated UHD Graphics,,Yes,35.56 cm (14 inch),1920 x 1080 Pixel,,"78,000"
COMGPXMKYMBK2CQA,https://www.flipkart.com/product/p/item?pid=COMGPXMKYMBK2CQA,Lenovo IdeaPad 3 Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15ITL6 Thin and Light Laptop,https://rukminim1.flixcart.com/image/416/416/krce64w0/computer/5/v/r/ideapad-slim-3i-thin-and-light-laptop-lenovo-original-imag55tcwgswpsty.jpeg?q=70,Core i3,11th Gen,3.0 GHz upto max turbo frequency at 4.1 Ghz,512 GB,8 GB,Intel Integrated UHD,,No,39.62 cm (15.6 inch),1920 x 1080 pixel,,"39,888"
COMGD37VWMHBHFXN,https://www.flipkart.com/product/p/item?pid=COMGD37VWMHBHFXN,Acer Nitro 5 Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) AN515-58 Gaming Laptop,https://rukminim1.flixcart.com/image/416/416/l1mh7rk0/computer/u/r/m/an515-58-gaming-laptop-acer-original-imagd5zzqqpngwmz.jpeg?q=70,Core i5,12th Gen,"Performance-core Max Turbo Frequency Up to 4.50 GHz, Efficient-core Max Turbo Frequency up to 3.30 GHz",512 GB,8 GB,NVIDIA GeForce RTX 3050,4 GB,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,,"74,990"
COMGP22NZZSRJKWC,https://www.flipkart.com/product/p/item?pid=COMGP22NZZSRJKWC,Lenovo Core i7 12th Gen - (32 GB/1 TB SSD/Windows 11 Pro/4 GB Graphics) TP P15v Gen3 Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/h/r/l/-original-imagpgzyukgz3zaa.jpeg?q=70,Core i7,12th Gen,2.3 GHz with Turbo Boost Upto 4.7 GHz,1 TB,32 GB,NVIDIA Quadro T600,4 GB,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,,"1,80,093"
