product_id,product_link,product_description,product_image,Processor_Name,Processor_Generation,Clock_Speed,SSD_Capacity,RAM,Graphic_Processor,Graphic_Memory,Touchscreen,Screen_Size,Screen_Resolution,Refresh_Rate,price
COMGZ7YCWHTPFVYY,https://www.flipkart.com/product/p/item?pid=COMGZ7YCWHTPFVYY,Infinix Y1 Plus Neo Intel Celeron Quad Core 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL30 Thin and Light Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/t/d/v/xl30-thin-and-light-laptop-infinix-original-imagzmncdyme776h.jpeg?q=70,Celeron Quad Core,11th Gen,1.1GHz - 2.8GHz,512 GB,8 GB,Intel Integrated UHD,,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,,"25,990"
COMGZVGHVJEMGKZB,https://www.flipkart.com/product/p/item?pid=COMGZVGHVJEMGKZB,HP 15s (2023) Intel Core i5 13th Gen - (8 GB/1 TB SSD/Windows 11 Home) 15-fd0012TU Thin and Light Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/l/a/k/-original-imagpgzsxhpbyszz.jpeg?q=70,Core i5,13th Gen,3.40GHz Upto 4.60GHz,1 TB,8 GB,Intel Integrated Integrated,,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,,"67,990"
COMGJ75HJTPNGAFD,https://www.flipkart.com/product/p/item?pid=COMGJ75HJTPNGAFD,DELL Alienware Core i7 12th Gen - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 3070 Ti) Alienware x17 R2 Gaming Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/k/h/r/-original-imagz77t4hh8v4fw.jpeg?q=70,Core i7,12th Gen,"Base Frequency 3.50 GHz, Max Turbo Boost Upto 4.7 GHz",1 TB,32 GB,NVIDIA GeForce RTX 3070 Ti,8 GB,No,43.94 cm (17.3 Inch),1920 x 1080 Pixels,,"3,00,490"
COMGPYZR5ZW5HFGD,https://www.flipkart.com/product/p/item?pid=COMGPYZR5ZW5HFGD,Lenovo IdeaPad 5 Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 15IAL7 Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/w/a/o/15ial7-laptop-lenovo-original-imagp7xwbdcqfegn.jpeg?q=70,Core i7,12th Gen,3.5 GHz upto max turbo frequency at 4.4 Ghz,512 GB,16 GB,Intel Integrated Iris Xe,,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,,"80,990"
COMGZUGTYNZFXNGG,https://www.flipkart.com/product/p/item?pid=COMGZUGTYNZFXNGG,HP Victus Gaming Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) 15-fb0135AX Gaming Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/m/i/w/15-fb0137ax-gaming-laptop-hp-original-imagpb7cffc2yvgw.jpeg?q=70,Ryzen 5 Hexa Core,,3.3GHz Upto max turbo frequency at 4.2 GHz,512 GB,8 GB,NVIDIA GeForce RTX 3050,4 GB,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,,"63,990"
COMG9UMZXYRPNNMS,https://www.flipkart.com/product/p/item?pid=COMG9UMZXYRPNNMS,ASUS TUF Gaming F15 Core i9 11th Gen - (16 GB/1 TB SSD/Windows 10/6 GB Graphics/NVIDIA GeForce RTX 3060/240 Hz) FX566HM-AZ096TS Gaming Laptop,https://rukminim1.flixcart.com/image/416/416/l3rmzrk0/computer/2/o/q/-original-imagetjfvgfsm24g.jpeg?q=70,Core i9,11th Gen,2.5 GHz with Max Turbo Boost Frequency Up to 4.9 GHz,1 TB,16 GB,NVIDIA GeForce RTX 3060,6 GB,No,39.62 cm (15.6 inch),1920 x 1080 pixel,240 Hz,"1,09,990"
COMG7X7HWTZNF8A8,https://www.flipkart.com/product/p/item?pid=COMG7X7HWTZNF8A8,APPLE 2021 Macbook Pro M1 Pro - (16 GB/512 GB SSD/Mac OS Monterey) MK1E3HN/A,https://rukminim1.flixcart.com/image/416/416/kuyf8nk0/computer/g/z/q/mk1e3hn-a-laptop-apple-original-imag7yzmv57cvg3f.jpeg?q=70,M1 Pro,,,512 GB,16 GB,NA,,No,41.15 cm (16.2 inch),3456 x 2234 Pixel,,"2,25,090"
COMGF478GJ9HHZGK,https://www.flipkart.com/product/p/item?pid=COMGF478GJ9HHZGK,DELL Ryzen 3 Quad Core 5425U - (8 GB/256 GB SSD/Windows 11 Home) Vostro 3425 Thin and Light Laptop,https://rukminim1.flixcart.com/image/416/416/l45xea80/computer/m/q/7/vostro-3425-thin-and-light-laptop-dell-original-imagf4mth22ydgqs.jpeg?q=70,Ryzen 3 Quad Core,,2.7 GHz upto max turbo frequency at 4.1 Ghz,256 GB,8 GB,AMD Radeon AMD,,No,35.56 cm (14 Inch),1920 x 1080 Pixel,,"37,500"
COMGGBGRXTXGBGSM,https://www.flipkart.com/product/p/item?pid=COMGGBGRXTXGBGSM,ASUS Vivobook Flip S 14 Intel H-Series Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) TP3402ZA-LZ511WS 2 in 1 Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/8/g/p/-original-imaggskghfjzams4.jpeg?q=70,Core i5,12th Gen,"Base 2.5 GHz, up to 4.5 GHz",512 GB,16 GB,Intel Integrated Iris Xe Graphics,,Yes,35.56 cm (14 inch),1920 x 1200 Pixel,,"79,990"
COMGGJZF9WKRYJFU,https://www.flipkart.com/product/p/item?pid=COMGGJZF9WKRYJFU,ASUS ROG Strix G15 with 90Whr Battery Ryzen 7 Octa Core 5800H - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 3070/300 Hz) G513QR-HF302WS Gaming Laptop,https://rukminim1.flixcart.com/image/416/416/koad9jk0/computer/u/r/2/na-gaming-laptop-asus-original-imag2sc5zgzhcsjd.jpeg?q=70,Ryzen 7 Octa Core,,Up to 4.4 GHz,1 TB,16 GB,NVIDIA GeForce RTX 3070,8 GB,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,300 Hz,"1,46,990"
COMGFWCYQHF8UAJQ,https://www.flipkart.com/product/p/item?pid=COMGFWCYQHF8UAJQ,ASUS ROG Zephyrus G14 (2022) Ryzen 9 Octa Core 6900HS - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/AMD Radeon 6800S/120 Hz) GA402RK-L8148WS Gaming Laptop,https://rukminim1.flixcart.com/image/416/416/l572ufk0/computer/a/d/c/ga402rk-l8148ws-gaming-laptop-asus-original-imagfxjzyxffkrz6.jpeg?q=70,Ryzen 9 Octa Core,,3.3 GHz with Max Boost Up to 4.4 GHz,1 TB,32 GB,AMD Radeon 6800S,8 GB,No,35.56 cm (14 inch),2560 x 1600 Pixel,120 Hz,"1,76,990"
COMGDGNFNHZM5ENT,https://www.flipkart.com/product/p/item?pid=COMGDGNFNHZM5ENT,ASUS Zenbook 14X OLED Space Edition Touchscreen Intel H-Series Core i9 12th Gen - (32 GB/1 TB SSD/Windows 11 Home) UX5401ZAS-KN901WS Thin and Light Laptop,https://rukminim1.flixcart.com/image/416/416/l30hmkw0/computer/y/r/c/-original-image8cfzz5chjas.jpeg?q=70,Core i9,12th Gen,Base Frequency 2.5 GHz Max Frequency Upto 5.0 GHz,1 TB,32 GB,Intel Integrated Iris Xe,,Yes,35.56 cm (14 inch),2880 x 1800 Pixel,,"1,54,990"
COMGZKHQVMNZXEAH,https://www.flipkart.com/product/p/item?pid=COMGZKHQVMNZXEAH,ASUS TUF Gaming F17 Intel H-Series Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 2050/144 Hz) FX706HF-HX018W Gaming Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/a/h/g/-original-imagpbycdv8t3pmh.jpeg?q=70,Core i5,11th Gen,2.70GHz Upto 4.50GHz,512 GB,8 GB,NVIDIA GeForce RTX 2050,4 GB,No,43.94 cm (17.3 Inch),1920 x 1080 Pixel,144 Hz,"64,990"
COMGCPSUGM4VNZQN,https://www.flipkart.com/product/p/item?pid=COMGCPSUGM4VNZQN,Avita SATUS S111 Celeron Dual Core - (4 GB/128 GB SSD/Windows 11 Home) NU14A1INC43PN-SG Laptop,https://rukminim1.flixcart.com/image/416/416/l2qhjm80/computer/q/9/e/-original-imageye8tzbey747.jpeg?q=70,Celeron Dual Core,,,128 GB,4 GB,Intel Integrated UHD Graphics,,No,35.81 cm (14.1 Inch),1920 x 1080 Pixels,,"16,990"
COMGHZGH32RFFMVZ,https://www.flipkart.com/product/p/item?pid=COMGHZGH32RFFMVZ,APPLE 2023 MacBook Pro M2 Pro - (16 GB/1 TB SSD/macOS Ventura) MPHF3HN/A,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/y/i/y/mphg3hn-a-thin-and-light-laptop-apple-original-imagmfhepavqyfyy.jpeg?q=70,M2 Pro,,,1 TB,16 GB,NA,,No,35.56 cm (14 Inch),3024 x 1964 Pixel,,"2,29,990"
COMGG23CKHQHSSG4,https://www.flipkart.com/product/p/item?pid=COMGG23CKHQHSSG4,GIGABYTE G5 KD Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060/144 Hz) RC45KD Gaming Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/c/x/j/-original-imaggsydfffhrvje.jpeg?q=70,Core i5,11th Gen,2.70 GHz Max Turbo Boost Frequency Up to 4.50 GHz,512 GB,16 GB,NVIDIA GeForce RTX 3060,6 GB,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,144 Hz,"79,990"
COMGZ4PNAASARCQD,https://www.flipkart.com/product/p/item?pid=COMGZ4PNAASARCQD,MSI Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) Katana GF66 12UC-1004IN Gaming Laptop,https://rukminim1.flixcart.com/image/416/416/kt1u3rk0/computer/v/x/u/katana-gf66-11ud-thin-and-light-laptop-msi-original-imag6hgucfpqacvt.jpeg?q=70,Core i7,12th Gen,3.2 GHz upto max turbo frequency at 4.7 Ghz,512 GB,16 GB,NVIDIA GeForce RTX 3050,4 GB,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,,"91,990"
COMGAD2B4QMZTWKB,https://www.flipkart.com/product/p/item?pid=COMGAD2B4QMZTWKB,"DELL Inspiron Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Inspiron 3511,Inspiron 3000 Thin and Light Laptop",https://rukminim1.flixcart.com/image/416/416/kt8zb0w0/computer/n/m/v/inspiron-3511-thin-and-light-laptop-dell-original-imag6n5kbmfcgxk6.jpeg?q=70,Core i3,11th Gen,4.1,256 GB,8 GB,Intel Integrated UHD Graphics,,No,96.52 cm (38 cm),1920 x 1080 pixel,,"38,499"
COMGZDQJMFFXHSRJ,https://www.flipkart.com/product/p/item?pid=COMGZDQJMFFXHSRJ,ASUS Zenbook 14 OLED (2023) Intel EVO P-Series Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) UX3402VA-KM541WS Thin and Light Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/l/p/l/-original-imagpxgrfh4azbnc.jpeg?q=70,Core i5,13th Gen,Upto 4.60GHz,512 GB,16 GB,Intel Integrated Integrated,,No,35.56 cm (14 Inch),2880 x 1800 Pixel,90 Hz,"97,990"
COMGFB2G5PP2KVXP,https://www.flipkart.com/product/p/item?pid=COMGFB2G5PP2KVXP,APPLE 2022 MacBook Pro M2 - (8 GB/512 GB SSD/Mac OS Monterey) MNEQ3HN/A,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/k/s/m/-original-imagfdewfh9z3pee.jpeg?q=70,M2,,,512 GB,8 GB,NA,,No,33.78 cm (13.3 Inch),2560 x 1600 Pixel,,"1,37,990"
COMGHPXTXGQZQHMZ,https://www.flipkart.com/product/p/item?pid=COMGHPXTXGQZQHMZ,ASUS ROG Zephyrus G15 with 90Whr Battery Ryzen 7 Octa Core 6800HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060) GA503RMZ-LN155WS Gaming Laptop,https://rukminim1.flixcart.com/image/416/416/l572ufk0/computer/i/a/j/ga503rm-hq142ws-gaming-laptop-asus-original-imagfxjretgk4jgr.jpeg?q=70,Ryzen 7 Octa Core,,3.2 GHz upto max turbo frequency at 4.7 Ghz,1 TB,16 GB,NVIDIA GeForce RTX 3060,6 GB,No,39.62 cm (15.6 Inch),2560 x 1440 Pixel,,"1,40,990"
COMGMGXFGF7ZTKHF,https://www.flipkart.com/product/p/item?pid=COMGMGXFGF7ZTKHF,ASUS Vivobook Go 15 OLED (2023) Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-LK323WS Thin and Light Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/k/2/b/-original-imagpxgrex4fdfcp.jpeg?q=70,Ryzen 3 Quad Core,,2.4 GHz upto max turbo frequency at 4.1 Ghz,512 GB,8 GB,AMD Radeon AMD,,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,,"44,990"
COMGHYYK8FRAYF4Y,https://www.flipkart.com/product/p/item?pid=COMGHYYK8FRAYF4Y,HP Victus Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) 16-d0310TX Gaming Laptop,https://rukminim1.flixcart.com/image/416/416/kwv0djk0/computer/2/u/m/16-e0162ax-gaming-laptop-hp-original-imag9g7ytxnpfvxh.jpeg?q=70,Core i5,11th Gen,2.7Ghz upto 4.5 GHz,512 GB,8 GB,NVIDIA GeForce GTX 1650,4 GB,No,40.89 cm (16.1 Inch),1920 x 1080 Pixel,,"59,990"
COMGCRQZ22CJGEXB,https://www.flipkart.com/product/p/item?pid=COMGCRQZ22CJGEXB,Acer Aspire 5 Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) A515-57 Thin and Light Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/b/d/w/-original-imagzsctya67mjys.jpeg?q=70,Core i3,12th Gen,"Base Frequency 3.30 GHz, Max Turbo Boost Frequency Up to 4.40 GHz",512 GB,8 GB,Intel Integrated UHD,,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,,"45,990"
COMGNY4VRQEC4XHH,https://www.flipkart.com/product/p/item?pid=COMGNY4VRQEC4XHH,ASUS Vivobook S 14 Intel EVO H-Series Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) S3402ZA-LY542WS Thin and Light Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/z/h/u/-original-imagqdrxmhjyhkxs.jpeg?q=70,Core i5,12th Gen,2.5 GHz with Max Turbo Boost Frequency Up to 4.50 GHz,512 GB,16 GB,Intel Integrated Iris Xe,,No,35.56 cm (14 inch),1920 x 1200 Pixel,,"60,990"
COMGHQ3ZEP8YS3KZ,https://www.flipkart.com/product/p/item?pid=COMGHQ3ZEP8YS3KZ,DELL Core i5 12th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home/2 GB Graphics) Inspiron 3520 Thin and Light Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/q/u/h/inspiron-3520-thin-and-light-laptop-dell-original-imagm5skknhkg2qy.jpeg?q=70,Core i5,12th Gen,"Base Frequency 3.30 GHz, Max Turbo Boost Frequency Up to 4.40 GHz",256 GB,8 GB,NVIDIA GeForce MX550,2 GB,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,,"69,490"
COMGBYQ2G7MGZJY2,https://www.flipkart.com/product/p/item?pid=COMGBYQ2G7MGZJY2,ASUS Zenbook Flip 13 OLED Touch Panel Intel EVO Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) UX363EA-HP562WS 2 in 1 Laptop,https://rukminim1.flixcart.com/image/416/416/ktop5e80/computer/j/j/w/na-2-in-1-laptop-asus-original-imag6yuwbqz8jchg.jpeg?q=70,Core i5,11th Gen,4.2,512 GB,16 GB,Intel Integrated Iris Xe Graphics,,Yes,33.78 cm (13.3 Inch),1920 x 1080 Pixels,,"87,990"
COMGHZGHWGTZMGGS,https://www.flipkart.com/product/p/item?pid=COMGHZGHWGTZMGGS,APPLE 2023 MacBook Pro M2 Pro - (16 GB/512 GB SSD/macOS Ventura) MNW83HN/A,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/6/w/g/mnwa3hn-a-laptop-apple-original-imagmfhehcvgub84.jpeg?q=70,M2 Pro,,,512 GB,16 GB,NA,,No,40.64 cm (16 Inch),3456 x 2234 Pixel,,"2,29,990"
COMGAE6BUHSSQAGF,https://www.flipkart.com/product/p/item?pid=COMGAE6BUHSSQAGF,MSI Raider GE66 Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 3070 Ti/144 Hz) Raider GE66 12UGS-096IN Gaming Laptop,https://rukminim1.flixcart.com/image/416/416/kyag87k0/computer/7/r/u/raider-ge66-12ugs-gaming-laptop-msi-original-imagakb9zw7gqzcm.jpeg?q=70,Core i7,12th Gen,3.0 GHz upto max turbo frequency at 4.7 GHz,1 TB,16 GB,NVIDIA GeForce RTX 3070 Ti,8 GB,No,39.62 cm (15.6 inch),2560 x 1440 Pixel,144 Hz,"2,44,990"
COMG3Z7M7BWVWBHC,https://www.flipkart.com/product/p/item?pid=COMG3Z7M7BWVWBHC,ASUS EeeBook 12 Celeron Dual Core - (4 GB/64 GB EMMC Storage/Windows 10 Home) E210MA-GJ011T Thin and Light Laptop,https://rukminim1.flixcart.com/image/416/416/l3t2fm80/computer/w/y/7/-original-imageuecxufgrnab.jpeg?q=70,Celeron Dual Core,,1.1 GHz with Turbo Boost Upto 2.8 GHz,,4 GB,Intel Integrated UHD 600,,No,29.46 cm (11.6 inch),1366 x 768 Pixels,,"17,990"
COMGZMKF3UAXVYU9,https://www.flipkart.com/product/p/item?pid=COMGZMKF3UAXVYU9,ASUS Vivobook 16X (2023) Intel H-Series Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/120 Hz) K3605ZC-MB542WS Creator Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/f/u/v/-original-imagpeaghmeee2wy.jpeg?q=70,Core i5,12th Gen,3.3 GHz upto max turbo frequency at 4.4 Ghz,512 GB,16 GB,NVIDIA GeForce RTX 3050,4 GB,No,40.64 cm (16 Inch),1920 x 1200 Pixel,120 Hz,"72,990"
COMGMFK7B6FTNA4X,https://www.flipkart.com/product/p/item?pid=COMGMFK7B6FTNA4X,Infinix ZERO BOOK ULTRA Series Laptop Intel Core i9 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) ZL12 Business Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/7/d/i/zl12-business-laptop-infinix-original-imagm83gc6xr8sau.jpeg?q=70,Core i9,12th Gen,3.6 GHz upto max turbo frequency at 5.0 Ghz,512 GB,16 GB,Intel Integrated Iris Xe,,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,,"84,990"
COMGB6DZKZZVUQSW,https://www.flipkart.com/product/p/item?pid=COMGB6DZKZZVUQSW,ASUS VivoBook K15 OLED Ryzen 7 Octa Core AMD R7-5700U - (16 GB/512 GB SSD/Windows 11 Home) KM513UA-L713WS Thin and Light Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/b/v/d/-original-imagpxgqheqtwhnh.jpeg?q=70,Ryzen 7 Octa Core,,4.3,512 GB,16 GB,AMD Radeon Radeon Graphics,,No,39.62 cm (15.6 Inch),1920 x 1080 Pixels,,"57,990"
COMG9VKEHSAGGWBY,https://www.flipkart.com/product/p/item?pid=COMG9VKEHSAGGWBY,MSI Delta 15 AMD Advantage Edition Ryzen 9 Octa Core 5900HX 5th Gen - (16 GB/1 TB SSD/Windows 11 Home/10 GB Graphics/AMD Radeon RX 6700M/144 Hz) A5EFK-083IN Gaming Laptop,https://rukminim1.flixcart.com/image/416/416/kxnl6kw0/computer/p/y/t/a5efk-083in-gaming-laptop-msi-original-imaga237dvrrnznh.jpeg?q=70,Ryzen 9 Octa Core,5th Gen,3.3GHz with Max Turbo Boost Frequency Up to 4.6 GHz,1 TB,16 GB,AMD Radeon RX 6700M,10 GB,No,39.62 cm (15.6 inch),1920 x 1080 pixel,144 Hz,"1,09,990"
COMGZMKFNHPQGNJV,https://www.flipkart.com/product/p/item?pid=COMGZMKFNHPQGNJV,ASUS Zenbook Pro 14 Duo OLED (2023) with 76WHr Battery Intel H-Series Core i5 13th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 4050/120 Hz) UX8402VU-MZ551WS Gaming Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/t/m/7/-original-imagpeajgsbguxem.jpeg?q=70,Core i5,13th Gen,Max Turbo Frequency up to 4.7 GHz,1 TB,16 GB,NVIDIA GeForce RTX 4050,6 GB,Yes,36.83 cm (14.5 Inch),2880 x 1800 Pixel,120 Hz,"1,99,990"
COMGZDQJZXFNV7QD,https://www.flipkart.com/product/p/item?pid=COMGZDQJZXFNV7QD,ASUS Vivobook Go 15 (2023) Intel 8 cores/8 Threads Core i3 - (8 GB/512 GB SSD/Windows 11 Home) E1504GA-NJ321WS Thin and Light Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/x/t/l/-original-imagpxgrqqzft5xv.jpeg?q=70,Core i3,,Max turbo frequency at 3.8 Ghz,512 GB,8 GB,Intel Integrated UHD,,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,,"38,980"
COMGMGXFJYYPHTPV,https://www.flipkart.com/product/p/item?pid=COMGMGXFJYYPHTPV,ASUS Vivobook Go 15 (2023) Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ523WS Thin and Light Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/c/r/7/-original-imagpxgqbu5hmwzs.jpeg?q=70,Ryzen 5 Quad Core,,2.8 GHz upto max turbo frequency at 4.3 Ghz,512 GB,8 GB,AMD Radeon AMD,,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,,"45,990"
COMGM2MAZPZTUN2J,https://www.flipkart.com/product/p/item?pid=COMGM2MAZPZTUN2J,ASUS Zenbook 14 OLED Touch Intel EVO P-Series Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) UX3402ZA-KN731WS Thin and Light Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/q/l/v/-original-imagpxgqmaf2hcez.jpeg?q=70,Core i7,12th Gen,3.4 GHz upto max turbo frequency at 4.7 Ghz,512 GB,16 GB,Intel Integrated Iris Xe,,Yes,35.56 cm (14 inch),2880 x 1800 PIxel,90 Hz,"1,04,990"
COMGZNSBHXBGPG4X,https://www.flipkart.com/product/p/item?pid=COMGZNSBHXBGPG4X,HP 15s (2023) Intel Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) 15-eg3026TU Thin and Light Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/b/x/o/15-eg2091t-thin-and-light-laptop-hp-original-imagmf9fvrzr8y4d.jpeg?q=70,Core i5,13th Gen,3.40GHz Upto 4.60GHz,512 GB,16 GB,Intel Integrated Integrated,,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,,"73,990"
COMGM7VXHDVTZKSB,https://www.flipkart.com/product/p/item?pid=COMGM7VXHDVTZKSB,Lenovo Legion 5 Pro Ryzen 7 Octa Core 6800H - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 3070) 16ARH7H Gaming Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/l/y/8/16arh7h-gaming-laptop-lenovo-original-imagmg7vafrxd7br.jpeg?q=70,Ryzen 7 Octa Core,,3.2 GHz upto 4.7 GHz,1 TB,32 GB,NVIDIA GeForce RTX 3070,8 GB,No,103.23 cm (40.64 cm),2560 x 1600 Pixel,,"1,91,990"
COMGN2YDYPFNZPMY,https://www.flipkart.com/product/p/item?pid=COMGN2YDYPFNZPMY,Lenovo IdeaPad Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) 15ACH6 Gaming Laptop,https://rukminim1.flixcart.com/image/416/416/kynb6vk0/computer/k/j/a/-original-imagaufne7h4hgbz.jpeg?q=70,Ryzen 5 Hexa Core,,"Base Frequency 3.3 GHz, Max Turbo Boost at 4.2 GHz",512 GB,8 GB,NVIDIA GeForce GTX 1650,4 GB,No,39.62 cm (15.6 Inch),1920x1080 Pixels,,"51,990"
COMGFWCYUH7DC4HB,https://www.flipkart.com/product/p/item?pid=COMGFWCYUH7DC4HB,ASUS TUF Dash F15 Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/144 Hz) FX517ZC-HN108WS Gaming Laptop,https://rukminim1.flixcart.com/image/416/416/l572ufk0/computer/r/n/k/fx517zc-hn108ws-gaming-laptop-asus-original-imagfxj5nfwkg5s7.jpeg?q=70,Core i7,12th Gen,Base 2.3 GHz to 4.7 GHz,1 TB,16 GB,NVIDIA GeForce RTX 3050,4 GB,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,144 Hz,"1,01,990"
COMFTC4YG3ZD5PXA,https://www.flipkart.com/product/p/item?pid=COMFTC4YG3ZD5PXA,ALIENWARE Core i9 10th Gen - (32 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 2080 with Max-Q) m15R3 Gaming Laptop,https://rukminim1.flixcart.com/image/416/416/kcauaa80/computer/8/k/e/alienware-original-imaftgn37g4vzqmy.jpeg?q=70,Core i9,10th Gen,2.4 GHz with Turbo Boost Upto 5.3 GHz,1 TB,32 GB,NVIDIA GeForce RTX 2080 with Max-Q,8 GB,No,39.62 cm (15.6 inch),3840 x 2160 Pixel,,"3,25,990"
COMGHJEAWQZNHHUQ,https://www.flipkart.com/product/p/item?pid=COMGHJEAWQZNHHUQ,APPLE 2022 MacBook AIR M2 - (16 GB/256 GB SSD/Mac OS Monterey) Z15W000Z5,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/1/n/p/-original-imagfdfew8gszzhk.jpeg?q=70,M2,,,256 GB,16 GB,NA,,No,34.54 cm (13.6 Inch),2560 x 1664 Pixel,,"1,28,990"
COMFTC4YG3ZD5PXA,https://www.flipkart.com/product/p/item?pid=COMFTC4YG3ZD5PXA,ALIENWARE Core i9 10th Gen - (32 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 2080 with Max-Q) m15R3 Gaming Laptop,https://rukminim1.flixcart.com/image/416/416/kcauaa80/computer/8/k/e/alienware-original-imaftgn37g4vzqmy.jpeg?q=70,Core i9,10th Gen,2.4 GHz with Turbo Boost Upto 5.3 GHz,1 TB,32 GB,NVIDIA GeForce RTX 2080 with Max-Q,8 GB,No,39.62 cm (15.6 inch),3840 x 2160 Pixel,,"3,25,990"
