Processor_Name,Clock_Speed,SSD_Capacity,RAM,Graphic_Processor,Graphic_Memory,Touchscreen,Screen_Size,Screen_Resolution,price
Core i7,4.0,256 GB,8,INTEGRATED,0,No,35.56,2073600.0,67990.0
Core i7,4.0,256 GB,8,INTEGRATED,0,No,35.56,2073600.0,67990.0
Core i7,,512 GB,16,INTEGRATED,0,Yes,35.56,5184000.0,122000.0
Core i5,4.4,512 GB,16,DEDICATED,4,No,39.62,2073600.0,89990.0
Core i5,4.4,512 GB,16,INTEGRATED,0,No,35.56,2073600.0,69000.0
Core i7,4.8,512 GB,16,DEDICATED,2,No,35.56,2073600.0,244801.0
Core i5,,512 GB,16,INTEGRATED,0,Yes,35.56,5184000.0,115000.0
Pentium Quad Core,,256 GB,8,INTEGRATED,0,No,35.56,1049088.0,29990.0
Core i5,4.4,512 GB,16,INTEGRATED,0,No,40.64,2073600.0,69990.0
Core i5,4.2,512 GB,4,DEDICATED,2,No,39.62,2073600.0,54990.0
Core i5,4.6,512 GB,16,INTEGRATED,0,Yes,35.56,5184000.0,109990.0
Core i7,4.0,256 GB,8,INTEGRATED,0,No,35.56,2073600.0,67990.0
Core i5,4.4,512 GB,8,DEDICATED,2,No,39.62,2073600.0,73500.0
Core i3,,512 GB,8,INTEGRATED,0,No,39.62,2073600.0,37999.0
Core i5,4.6,512 GB,8,INTEGRATED,0,No,39.62,2073600.0,69649.0
Core i5,4.6,512 GB,16,INTEGRATED,0,No,35.56,2073600.0,71999.0
Core i7,4.7,1 TB,16,INTEGRATED,0,Yes,33.78,4096000.0,124990.0
Core i5,3.7,256 GB,8,INTEGRATED,0,No,39.62,2073600.0,71490.0
Core i7,3.9,512 GB,16,INTEGRATED,0,No,35.56,2073600.0,54990.0
Core i5,3.4,512 GB,8,INTEGRATED,0,No,35.56,2073600.0,66490.0
Core i3,4.5,512 GB,16,INTEGRATED,0,No,35.56,2073600.0,61999.0
Ryzen 5 Hexa Core,4.0,512 GB,8,DEDICATED,4,No,39.62,2073600.0,58990.0
Ryzen 5 Quad Core,4.3,512 GB,8,INTEGRATED,0,No,39.62,2073600.0,52990.0
Core i5,4.2,512 GB,8,INTEGRATED,0,No,35.56,2073600.0,109990.0
Core i3,,256 GB,8,INTEGRATED,0,No,35.56,2073600.0,29990.0
Ryzen 5 Quad Core,3.5,256 GB,8,INTEGRATED,0,No,35.56,2073600.0,41670.0
Core i5,3.9,512 GB,8,INTEGRATED,0,No,33.78,2073600.0,66990.0
Core i5,5.0,512 GB,8,INTEGRATED,0,No,39.62,2073600.0,59990.0
Core i3,,NO_SSD,4,INTEGRATED,0,No,39.62,1049088.0,39643.0
Core i3,,256 GB,8,INTEGRATED,0,No,39.62,2073600.0,45150.0
Core i7,4.0,256 GB,8,INTEGRATED,0,No,35.56,2073600.0,67990.0
Core i7,4.7,512 GB,16,INTEGRATED,0,Yes,40.64,5898240.0,144490.0
